order_id,product_id,product_name,customer_id,quantity,price,order_date
O001042,P023,Monitor 27 inch 023,C2712,5,359000,2025-02-07
O001043,P123,Power Bank 123,C0398,1,392000,2025-01-26
O001044,P053,Power Bank 053,C2615,3,83000,2025-01-22
O001045,P021,Bluetooth Speaker 021,C0474,3,244000,2025-03-02
O001046,P102,Laptop Stand 102,C2004,3,115000,2025-03-02
O001047,P024,Power Bank 024,C2229,4,463000,2025-03-24
O001048,P048,Office Chair 048,C1563,3,162000,2025-02-17
O001049,P048,Office Chair 048,C0183,3,162000,2025-02-27
O001050,P113,Smart Watch 113,C1079,2,82000,2025-03-01
O001051,P069,Gaming Headset 069,C0253,2,455000,2025-03-14
O001052,P193,Smart Watch 193,C2734,1,239000,2025-03-31
O001053,P022,USB-C Cable 022,C1409,5,233000,2025-03-27
O001054,P106,Microphone 106,C2416,2,266000,2025-04-07
O001055,P142,Gaming Headset 142,C1586,5,192000,2025-01-08
O001056,P108,Portable SSD 108,C2815,4,415000,2025-03-10
O001057,P147,Office Chair 147,C0966,4,478000,2025-04-23
O001058,P077,Office Chair 077,C1618,1,434000,2025-01-11
O001059,P129,Wireless Charger 129,C2117,5,147000,2025-03-15
O001060,P174,Smart Watch 174,C0604,1,346000,2025-03-21
O001061,P194,Webcam 194,C0709,2,130000,2025-02-27
O001062,P055,Monitor 24 inch 055,C0790,2,158000,2025-04-14
O001063,P011,Office Chair 011,C0321,4,151000,2025-02-24
O001064,P052,Monitor 24 inch 052,C2570,2,255000,2025-04-16
O001065,P153,Gaming Headset 153,C1310,1,244000,2025-02-03
O001066,P023,Monitor 27 inch 023,C2279,4,359000,2025-02-19
O001067,P142,Gaming Headset 142,C1132,5,192000,2025-02-11
O001068,P118,Bluetooth Speaker 118,C0051,5,412000,2025-04-28
O001069,P151,Phone Case 151,C1719,1,159000,2025-03-08
O001070,P107,Portable SSD 107,C0608,5,326000,2025-01-20
O001071,P151,Phone Case 151,C0411,1,159000,2025-03-16
O001072,P145,Office Chair 145,C0414,3,100000,2025-04-10
O001073,P138,USB-C Cable 138,C1409,4,177000,2025-04-23
O001074,P068,USB-C Cable 068,C2683,4,128000,2025-02-19
O001075,P147,Office Chair 147,C1938,1,478000,2025-03-19
O001076,P045,Smart Watch 045,C1651,2,133000,2025-02-05
O001077,P159,Phone Case 159,C2789,4,129000,2025-03-19
O001078,P010,Microphone 010,C1358,2,63000,2025-02-20
O001079,P013,Smart Watch 013,C1947,3,279000,2025-04-06
O001080,P096,Mechanical Keyboard 096,C1384,3,173000,2025-01-03
O001081,P080,Webcam 080,C2014,1,272000,2025-02-05
O001082,P059,Smart Watch 059,C1231,4,431000,2025-01-18
O001083,P199,Office Chair 199,C1315,3,203000,2025-04-16
O001084,P187,Tablet Case 187,C2478,1,368000,2025-02-23
O001085,P049,Monitor 24 inch 049,C0866,4,481000,2025-02-26
O001086,P190,Portable SSD 190,C2116,3,309000,2025-03-04
O001087,P015,Wireless Mouse 015,C0652,1,438000,2025-03-07
O001088,P080,Webcam 080,C2076,4,272000,2025-04-01
O001089,P035,Webcam 035,C2148,5,90000,2025-04-10
O001090,P008,Bluetooth Speaker 008,C0790,2,161000,2025-01-23
O001091,P015,Wireless Mouse 015,C0136,4,438000,2025-02-01
O001092,P013,Smart Watch 013,C1477,2,279000,2025-04-28
O001093,P071,Bluetooth Speaker 071,C1902,5,247000,2025-02-17
O001094,P102,Laptop Stand 102,C0508,1,115000,2025-03-23
O001095,P062,Desk Lamp 062,C2003,5,269000,2025-02-17
O001096,P115,Desk Lamp 115,C1944,5,333000,2025-01-23
O001097,P142,Gaming Headset 142,C1411,2,192000,2025-02-14
O001098,P067,Mechanical Keyboard 067,C2822,1,490000,2025-04-06
O001099,P073,Tablet Case 073,C1584,1,320000,2025-01-04
O001100,P042,Power Bank 042,C2344,2,409000,2025-04-20
O001101,P057,Tablet Case 057,C0923,2,123000,2025-03-24
O001102,P069,Gaming Headset 069,C1678,5,455000,2025-03-25
O001103,P006,Desk Lamp 006,C2795,1,266000,2025-04-21
O001104,P122,HDMI Cable 122,C0542,2,171000,2025-04-27
O001105,P154,Wireless Mouse 154,C0035,2,249000,2025-04-13
O001106,P065,Laptop Stand 065,C1252,3,310000,2025-03-19
O001107,P109,Webcam 109,C1543,3,254000,2025-04-25
O001108,P118,Bluetooth Speaker 118,C0894,4,412000,2025-02-02
O001109,P078,Power Bank 078,C2133,5,443000,2025-03-28
O001110,P102,Laptop Stand 102,C0420,1,115000,2025-03-16
O001111,P131,Wireless Charger 131,C1533,5,231000,2025-03-26
O001112,P166,Phone Case 166,C2495,3,307000,2025-03-18
O001113,P077,Office Chair 077,C0443,4,434000,2025-03-29
O001114,P017,Wireless Charger 017,C1133,3,224000,2025-02-13
O001115,P071,Bluetooth Speaker 071,C2688,3,247000,2025-02-03
O001116,P049,Monitor 24 inch 049,C2119,2,481000,2025-01-20
O001117,P015,Wireless Mouse 015,C2458,4,438000,2025-04-14
O001118,P170,Gaming Headset 170,C2789,2,85000,2025-02-10
O001119,P185,Monitor 24 inch 185,C2685,4,434000,2025-01-04
O001120,P076,USB-C Cable 076,C1715,4,399000,2025-02-03
O001121,P100,Bluetooth Speaker 100,C0145,5,439000,2025-04-05
O001122,P182,Power Bank 182,C0778,3,252000,2025-03-15
O001123,P186,Bluetooth Speaker 186,C0911,5,54000,2025-04-02
O001124,P164,Monitor 24 inch 164,C1949,3,79000,2025-04-11
O001125,P130,USB-C Cable 130,C0697,5,99000,2025-02-08
O001126,P047,Power Bank 047,C0400,4,377000,2025-02-07
O001127,P033,Bluetooth Speaker 033,C1060,5,73000,2025-04-05
O001128,P196,Office Chair 196,C0750,3,410000,2025-04-27
O001129,P168,Mechanical Keyboard 168,C0911,3,310000,2025-01-12
O001130,P058,Power Bank 058,C1258,4,121000,2025-04-06
O001131,P085,USB-C Cable 085,C1068,5,495000,2025-02-17
O001132,P076,USB-C Cable 076,C0483,4,399000,2025-03-01
O001133,P014,Desk Lamp 014,C2599,5,192000,2025-04-21
O001134,P149,Smart Watch 149,C2543,1,135000,2025-05-01
O001135,P121,Monitor 24 inch 121,C0797,5,86000,2025-04-24
O001136,P031,Monitor 27 inch 031,C2789,4,345000,2025-04-22
O001137,P136,External HDD 136,C1693,1,422000,2025-02-08
O001138,P039,Monitor 27 inch 039,C0821,3,133000,2025-01-18
O001139,P105,HDMI Cable 105,C1875,2,496000,2025-03-14
O001140,P081,Gaming Headset 081,C2932,2,282000,2025-04-21
O001141,P200,USB-C Cable 200,C1998,3,499000,2025-01-11
O001142,P162,Desk Lamp 162,C1284,1,426000,2025-01-23
O001143,P002,Power Bank 002,C1121,2,175000,2025-02-27
O001144,P195,Tablet Case 195,C0691,5,476000,2025-04-10
O001145,P196,Office Chair 196,C2006,1,410000,2025-01-21
O001146,P034,Smart Watch 034,C1777,4,445000,2025-03-20
O001147,P104,Gaming Headset 104,C1956,4,185000,2025-02-24
O001148,P002,Power Bank 002,C2187,2,175000,2025-01-05
O001149,P188,Desk Lamp 188,C0058,3,101000,2025-02-17
O001150,P194,Webcam 194,C2176,2,130000,2025-04-17
O001151,P005,Office Chair 005,C0017,2,94000,2025-03-28
O001152,P058,Power Bank 058,C1411,3,121000,2025-03-30
O001153,P034,Smart Watch 034,C1572,5,445000,2025-01-14
O001154,P151,Phone Case 151,C0685,1,159000,2025-02-09
O001155,P012,Office Chair 012,C1192,4,264000,2025-02-08
O001156,P187,Tablet Case 187,C2443,5,368000,2025-03-08
O001157,P087,HDMI Cable 087,C2814,2,361000,2025-02-25
O001158,P088,Portable SSD 088,C2008,3,128000,2025-04-26
O001159,P193,Smart Watch 193,C0676,4,239000,2025-01-25
O001160,P005,Office Chair 005,C0919,2,94000,2025-01-30
O001161,P055,Monitor 24 inch 055,C0090,5,158000,2025-04-04
O001162,P130,USB-C Cable 130,C0505,3,99000,2025-01-22
O001163,P183,Laptop Stand 183,C0154,4,393000,2025-03-25
O001164,P164,Monitor 24 inch 164,C2191,5,79000,2025-02-02
O001165,P013,Smart Watch 013,C0197,1,279000,2025-03-18
O001166,P168,Mechanical Keyboard 168,C0081,1,310000,2025-04-18
O001167,P177,Wireless Charger 177,C1708,4,386000,2025-01-15
O001168,P098,Bluetooth Speaker 098,C2242,3,424000,2025-01-16
O001169,P122,HDMI Cable 122,C0628,2,171000,2025-03-31
O001170,P178,Desk Lamp 178,C2582,1,339000,2025-03-29
O001171,P078,Power Bank 078,C2711,1,443000,2025-02-23
O001172,P170,Gaming Headset 170,C1106,5,85000,2025-03-08
O001173,P156,Tablet Case 156,C0562,4,196000,2025-03-31
O001174,P027,USB-C Cable 027,C2945,5,243000,2025-03-07
O001175,P031,Monitor 27 inch 031,C0467,1,345000,2025-02-06
O001176,P128,Phone Case 128,C2495,2,463000,2025-01-26
O001177,P200,USB-C Cable 200,C2143,2,499000,2025-02-03
O001178,P092,Microphone 092,C1679,3,215000,2025-04-01
O001179,P042,Power Bank 042,C2246,4,409000,2025-01-06
O001180,P054,Portable SSD 054,C1969,3,340000,2025-03-30
O001181,P061,Power Bank 061,C0053,1,432000,2025-01-01
O001182,P029,Webcam 029,C2352,4,474000,2025-04-17
O001183,P039,Monitor 27 inch 039,C2096,1,133000,2025-01-12
O001184,P186,Bluetooth Speaker 186,C0415,3,54000,2025-04-03
O001185,P165,Mechanical Keyboard 165,C1871,3,349000,2025-01-30
O001186,P068,USB-C Cable 068,C0206,1,128000,2025-03-01
O001187,P045,Smart Watch 045,C0162,3,133000,2025-04-22
O001188,P093,Phone Case 093,C2773,3,59000,2025-04-13
O001189,P110,Monitor 27 inch 110,C0475,1,274000,2025-04-05
O001190,P195,Tablet Case 195,C0188,1,476000,2025-04-24
O001191,P036,Smart Watch 036,C2651,2,493000,2025-03-26
O001192,P085,USB-C Cable 085,C1793,5,495000,2025-02-15
O001193,P069,Gaming Headset 069,C0381,3,455000,2025-04-23
O001194,P088,Portable SSD 088,C0467,4,128000,2025-01-24
O001195,P103,Phone Case 103,C1114,4,331000,2025-02-28
O001196,P177,Wireless Charger 177,C1959,4,386000,2025-04-19
O001197,P167,HDMI Cable 167,C0684,1,130000,2025-04-24
O001198,P034,Smart Watch 034,C2976,1,445000,2025-03-31
O001199,P041,Portable SSD 041,C1705,5,393000,2025-01-14
O001200,P124,Phone Case 124,C2331,4,159000,2025-04-13
O001201,P047,Power Bank 047,C1556,3,377000,2025-03-20
O001202,P157,Wireless Charger 157,C2804,2,406000,2025-01-04
O001203,P124,Phone Case 124,C2000,1,159000,2025-04-28
O001204,P106,Microphone 106,C0189,1,266000,2025-02-26
O001205,P067,Mechanical Keyboard 067,C1288,1,490000,2025-03-25
O001206,P181,Monitor 24 inch 181,C2777,5,172000,2025-04-22
O001207,P197,Webcam 197,C2362,5,363000,2025-04-06
O001208,P058,Power Bank 058,C1386,5,121000,2025-03-27
O001209,P134,Mechanical Keyboard 134,C2870,5,394000,2025-03-30
O001210,P025,Mechanical Keyboard 025,C2711,2,423000,2025-02-25
O001211,P124,Phone Case 124,C2719,4,159000,2025-02-14
O001212,P039,Monitor 27 inch 039,C2287,5,133000,2025-04-18
O001213,P014,Desk Lamp 014,C2636,2,192000,2025-01-02
O001214,P130,USB-C Cable 130,C1923,4,99000,2025-04-19
O001215,P043,Bluetooth Speaker 043,C2014,3,361000,2025-01-10
O001216,P062,Desk Lamp 062,C1140,1,269000,2025-02-12
O001217,P130,USB-C Cable 130,C2255,4,99000,2025-01-29
O001218,P104,Gaming Headset 104,C0963,1,185000,2025-04-15
O001219,P118,Bluetooth Speaker 118,C2348,4,412000,2025-02-26
O001220,P023,Monitor 27 inch 023,C2042,4,359000,2025-04-20
O001221,P081,Gaming Headset 081,C2038,1,282000,2025-01-16
O001222,P027,USB-C Cable 027,C1689,1,243000,2025-02-21
O001223,P143,Tablet Case 143,C0001,1,177000,2025-03-12
O001224,P155,Power Bank 155,C2612,3,451000,2025-03-21
O001225,P131,Wireless Charger 131,C0848,4,231000,2025-03-13
O001226,P088,Portable SSD 088,C0223,2,128000,2025-02-16
O001227,P117,Smart Watch 117,C2295,5,53000,2025-02-12
O001228,P154,Wireless Mouse 154,C2936,3,249000,2025-03-02
O001229,P184,Webcam 184,C0468,1,284000,2025-02-27
O001230,P195,Tablet Case 195,C0909,1,476000,2025-03-26
O001231,P088,Portable SSD 088,C2596,3,128000,2025-02-15
O001232,P141,Laptop Stand 141,C1532,1,266000,2025-03-08
O001233,P012,Office Chair 012,C0673,4,264000,2025-04-25
O001234,P036,Smart Watch 036,C2937,4,493000,2025-04-16
O001235,P028,Bluetooth Speaker 028,C2503,2,332000,2025-02-02
O001236,P049,Monitor 24 inch 049,C1610,2,481000,2025-01-16
O001237,P118,Bluetooth Speaker 118,C0781,3,412000,2025-04-16
O001238,P028,Bluetooth Speaker 028,C1698,1,332000,2025-04-07
O001239,P163,Office Chair 163,C2754,5,81000,2025-04-18
O001240,P032,Portable SSD 032,C1846,4,410000,2025-04-09
O001241,P169,Bluetooth Speaker 169,C2066,2,485000,2025-03-17
O001242,P128,Phone Case 128,C2173,1,463000,2025-01-01
O001243,P142,Gaming Headset 142,C1773,5,192000,2025-04-30
O001244,P124,Phone Case 124,C2083,2,159000,2025-04-29
O001245,P178,Desk Lamp 178,C0712,2,339000,2025-03-16
O001246,P027,USB-C Cable 027,C2694,5,243000,2025-02-19
O001247,P156,Tablet Case 156,C1319,5,196000,2025-04-23
O001248,P099,Phone Case 099,C2495,2,467000,2025-02-23
O001249,P071,Bluetooth Speaker 071,C1405,3,247000,2025-02-20
O001250,P116,Smart Watch 116,C0547,2,351000,2025-04-14
O001251,P106,Microphone 106,C2868,5,266000,2025-03-19
O001252,P077,Office Chair 077,C2874,5,434000,2025-04-18
O001253,P081,Gaming Headset 081,C2268,2,282000,2025-04-02
O001254,P052,Monitor 24 inch 052,C2557,3,255000,2025-01-27
O001255,P176,Microphone 176,C2755,2,91000,2025-02-14
O001256,P182,Power Bank 182,C0729,5,252000,2025-03-25
O001257,P139,Portable SSD 139,C2609,3,147000,2025-03-30
O001258,P182,Power Bank 182,C1443,5,252000,2025-01-15
O001259,P123,Power Bank 123,C2338,4,392000,2025-03-16
O001260,P173,USB-C Cable 173,C2187,3,341000,2025-04-06
O001261,P109,Webcam 109,C0053,5,254000,2025-04-14
O001262,P028,Bluetooth Speaker 028,C1561,2,332000,2025-01-04
O001263,P014,Desk Lamp 014,C0232,2,192000,2025-03-27
O001264,P069,Gaming Headset 069,C0660,3,455000,2025-04-07
O001265,P175,Microphone 175,C0600,1,70000,2025-02-02
O001266,P177,Wireless Charger 177,C1209,2,386000,2025-04-11
O001267,P193,Smart Watch 193,C0133,3,239000,2025-03-11
O001268,P116,Smart Watch 116,C2524,5,351000,2025-01-14
O001269,P058,Power Bank 058,C2651,5,121000,2025-04-06
O001270,P100,Bluetooth Speaker 100,C2093,3,439000,2025-01-31
O001271,P178,Desk Lamp 178,C0193,4,339000,2025-03-27
O001272,P100,Bluetooth Speaker 100,C2807,3,439000,2025-02-23
O001273,P142,Gaming Headset 142,C0054,3,192000,2025-01-07
O001274,P052,Monitor 24 inch 052,C1815,2,255000,2025-03-21
O001275,P163,Office Chair 163,C2907,3,81000,2025-04-01
O001276,P194,Webcam 194,C2239,5,130000,2025-03-17
O001277,P051,Mechanical Keyboard 051,C2970,2,462000,2025-04-10
O001278,P076,USB-C Cable 076,C0727,1,399000,2025-02-27
O001279,P048,Office Chair 048,C2105,1,162000,2025-01-23
O001280,P097,Desk Lamp 097,C1756,3,90000,2025-01-06
O001281,P143,Tablet Case 143,C0533,2,177000,2025-02-03
O001282,P150,Wireless Charger 150,C1045,1,298000,2025-04-19
O001283,P085,USB-C Cable 085,C2907,2,495000,2025-03-01
O001284,P011,Office Chair 011,C1322,5,151000,2025-01-20
O001285,P014,Desk Lamp 014,C2562,5,192000,2025-04-10
O001286,P170,Gaming Headset 170,C2010,5,85000,2025-02-08
O001287,P141,Laptop Stand 141,C0299,3,266000,2025-02-15
O001288,P135,USB-C Cable 135,C0754,5,81000,2025-01-29
O001289,P018,Power Bank 018,C2070,2,129000,2025-04-11
O001290,P107,Portable SSD 107,C2200,4,326000,2025-03-11
O001291,P024,Power Bank 024,C0907,2,463000,2025-02-14
O001292,P170,Gaming Headset 170,C1357,3,85000,2025-02-12
O001293,P076,USB-C Cable 076,C2533,5,399000,2025-01-28
O001294,P122,HDMI Cable 122,C2660,1,171000,2025-03-13
O001295,P030,Microphone 030,C1418,4,491000,2025-03-27
O001296,P062,Desk Lamp 062,C2631,5,269000,2025-04-26
O001297,P160,Portable SSD 160,C0164,3,201000,2025-02-01
O001298,P098,Bluetooth Speaker 098,C0465,4,424000,2025-04-28
O001299,P066,Phone Case 066,C2966,3,96000,2025-03-11
O001300,P007,Mechanical Keyboard 007,C2118,3,65000,2025-04-27
O001301,P132,Wireless Charger 132,C2084,4,260000,2025-04-13
O001302,P125,Office Chair 125,C1215,2,117000,2025-01-06
O001303,P083,Power Bank 083,C0338,1,306000,2025-03-07
O001304,P043,Bluetooth Speaker 043,C2204,5,361000,2025-04-09
O001305,P002,Power Bank 002,C0269,2,175000,2025-03-22
O001306,P172,Smart Watch 172,C0874,4,256000,2025-03-22
O001307,P027,USB-C Cable 027,C2203,4,243000,2025-01-27
O001308,P166,Phone Case 166,C0296,2,307000,2025-04-15
O001309,P007,Mechanical Keyboard 007,C2937,3,65000,2025-02-28
O001310,P010,Microphone 010,C0301,1,63000,2025-01-12
O001311,P046,Tablet Case 046,C1032,5,244000,2025-04-12
O001312,P019,Portable SSD 019,C0933,3,440000,2025-03-15
O001313,P105,HDMI Cable 105,C1848,4,496000,2025-02-19
O001314,P111,HDMI Cable 111,C0070,4,281000,2025-02-10
O001315,P173,USB-C Cable 173,C2191,1,341000,2025-01-16
O001316,P165,Mechanical Keyboard 165,C2533,1,349000,2025-04-03
O001317,P194,Webcam 194,C2399,1,130000,2025-04-06
O001318,P180,Power Bank 180,C0298,3,154000,2025-04-19
O001319,P129,Wireless Charger 129,C1188,3,147000,2025-01-14
O001320,P156,Tablet Case 156,C1154,4,196000,2025-01-12
O001321,P098,Bluetooth Speaker 098,C2707,1,424000,2025-02-20
O001322,P122,HDMI Cable 122,C2186,2,171000,2025-01-21
O001323,P035,Webcam 035,C1602,5,90000,2025-04-06
O001324,P076,USB-C Cable 076,C0591,3,399000,2025-03-23
O001325,P174,Smart Watch 174,C2988,3,346000,2025-04-24
O001326,P003,Smart Watch 003,C2274,2,121000,2025-03-12
O001327,P032,Portable SSD 032,C0021,5,410000,2025-01-06
O001328,P153,Gaming Headset 153,C2201,5,244000,2025-02-20
O001329,P022,USB-C Cable 022,C0861,3,233000,2025-02-09
O001330,P055,Monitor 24 inch 055,C2646,5,158000,2025-02-22
O001331,P037,USB-C Cable 037,C0754,2,244000,2025-01-21
O001332,P158,Office Chair 158,C1036,2,388000,2025-04-17
O001333,P030,Microphone 030,C2749,5,491000,2025-01-24
O001334,P014,Desk Lamp 014,C2249,4,192000,2025-04-19
O001335,P166,Phone Case 166,C0300,3,307000,2025-03-12
O001336,P172,Smart Watch 172,C1027,1,256000,2025-01-09
O001337,P051,Mechanical Keyboard 051,C2379,4,462000,2025-04-03
O001338,P085,USB-C Cable 085,C0526,2,495000,2025-02-15
O001339,P026,Tablet Case 026,C2538,1,324000,2025-02-06
O001340,P050,Mechanical Keyboard 050,C1991,4,167000,2025-02-10
O001341,P085,USB-C Cable 085,C2701,3,495000,2025-03-20
O001342,P178,Desk Lamp 178,C0625,5,339000,2025-03-16
O001343,P146,Mechanical Keyboard 146,C1296,4,383000,2025-02-16
O001344,P044,Gaming Headset 044,C1283,2,323000,2025-01-01
O001345,P057,Tablet Case 057,C2625,4,123000,2025-04-02
O001346,P071,Bluetooth Speaker 071,C1473,2,247000,2025-04-18
O001347,P174,Smart Watch 174,C1359,4,346000,2025-04-04
O001348,P119,Mechanical Keyboard 119,C1470,3,167000,2025-02-27
O001349,P125,Office Chair 125,C0446,2,117000,2025-03-12
O001350,P166,Phone Case 166,C0336,3,307000,2025-03-19
O001351,P036,Smart Watch 036,C2207,2,493000,2025-04-25
O001352,P068,USB-C Cable 068,C2567,1,128000,2025-04-04
O001353,P187,Tablet Case 187,C0077,5,368000,2025-01-10
O001354,P162,Desk Lamp 162,C2384,5,426000,2025-01-04
O001355,P104,Gaming Headset 104,C2417,2,185000,2025-04-09
O001356,P010,Microphone 010,C1068,5,63000,2025-03-12
O001357,P139,Portable SSD 139,C2679,2,147000,2025-03-02
O001358,P094,USB-C Cable 094,C0915,5,235000,2025-02-20
O001359,P188,Desk Lamp 188,C1192,2,101000,2025-04-20
O001360,P119,Mechanical Keyboard 119,C2091,1,167000,2025-03-06
O001361,P102,Laptop Stand 102,C2057,1,115000,2025-02-16
O001362,P170,Gaming Headset 170,C2516,2,85000,2025-01-31
O001363,P194,Webcam 194,C0575,4,130000,2025-03-07
O001364,P041,Portable SSD 041,C2320,5,393000,2025-01-23
O001365,P169,Bluetooth Speaker 169,C0599,4,485000,2025-04-22
O001366,P092,Microphone 092,C0897,4,215000,2025-01-06
O001367,P060,Office Chair 060,C1083,3,325000,2025-01-09
O001368,P060,Office Chair 060,C2739,2,325000,2025-01-06
O001369,P133,Tablet Case 133,C1480,4,492000,2025-04-27
O001370,P121,Monitor 24 inch 121,C1863,1,86000,2025-04-28
O001371,P011,Office Chair 011,C1328,1,151000,2025-03-25
O001372,P181,Monitor 24 inch 181,C2596,3,172000,2025-03-08
O001373,P190,Portable SSD 190,C2371,5,309000,2025-02-03
O001374,P146,Mechanical Keyboard 146,C1543,4,383000,2025-01-23
O001375,P094,USB-C Cable 094,C2677,1,235000,2025-03-17
O001376,P133,Tablet Case 133,C1542,2,492000,2025-02-02
O001377,P133,Tablet Case 133,C1446,3,492000,2025-02-21
O001378,P125,Office Chair 125,C1975,5,117000,2025-04-12
O001379,P002,Power Bank 002,C0570,4,175000,2025-03-06
O001380,P043,Bluetooth Speaker 043,C0316,5,361000,2025-01-30
O001381,P165,Mechanical Keyboard 165,C0867,2,349000,2025-02-05
O001382,P048,Office Chair 048,C1484,5,162000,2025-01-21
O001383,P184,Webcam 184,C0485,2,284000,2025-04-15
O001384,P107,Portable SSD 107,C1353,1,326000,2025-04-14
O001385,P124,Phone Case 124,C1962,4,159000,2025-03-28
O001386,P054,Portable SSD 054,C0661,4,340000,2025-03-17
O001387,P006,Desk Lamp 006,C0177,2,266000,2025-02-01
O001388,P147,Office Chair 147,C0660,2,478000,2025-03-17
O001389,P162,Desk Lamp 162,C0161,5,426000,2025-03-07
O001390,P038,Power Bank 038,C0682,3,282000,2025-01-08
O001391,P047,Power Bank 047,C1661,5,377000,2025-03-08
O001392,P145,Office Chair 145,C0077,3,100000,2025-03-23
O001393,P022,USB-C Cable 022,C1840,5,233000,2025-01-28
O001394,P121,Monitor 24 inch 121,C1973,2,86000,2025-04-22
O001395,P057,Tablet Case 057,C1683,5,123000,2025-04-17
O001396,P037,USB-C Cable 037,C2387,2,244000,2025-04-12
O001397,P160,Portable SSD 160,C2093,3,201000,2025-03-26
O001398,P043,Bluetooth Speaker 043,C2809,3,361000,2025-04-03
O001399,P117,Smart Watch 117,C2420,1,53000,2025-03-18
O001400,P059,Smart Watch 059,C1579,2,431000,2025-02-18
O001401,P028,Bluetooth Speaker 028,C0829,5,332000,2025-01-03
O001402,P130,USB-C Cable 130,C1720,2,99000,2025-03-29
O001403,P156,Tablet Case 156,C0727,4,196000,2025-01-13
O001404,P158,Office Chair 158,C0160,5,388000,2025-03-18
O001405,P129,Wireless Charger 129,C0482,1,147000,2025-04-07
O001406,P124,Phone Case 124,C0534,5,159000,2025-03-26
O001407,P139,Portable SSD 139,C0005,4,147000,2025-04-16
O001408,P134,Mechanical Keyboard 134,C1518,1,394000,2025-02-23
O001409,P179,HDMI Cable 179,C1758,2,211000,2025-03-09
O001410,P124,Phone Case 124,C1562,3,159000,2025-04-12
O001411,P151,Phone Case 151,C2854,5,159000,2025-04-13
O001412,P026,Tablet Case 026,C0549,3,324000,2025-02-24
O001413,P123,Power Bank 123,C0953,1,392000,2025-04-09
O001414,P073,Tablet Case 073,C2228,4,320000,2025-03-18
O001415,P066,Phone Case 066,C0023,1,96000,2025-01-25
O001416,P148,Wireless Mouse 148,C0483,5,97000,2025-03-08
O001417,P002,Power Bank 002,C2682,2,175000,2025-02-18
O001418,P177,Wireless Charger 177,C1294,4,386000,2025-04-13
O001419,P093,Phone Case 093,C0634,4,59000,2025-01-14
O001420,P167,HDMI Cable 167,C1039,3,130000,2025-03-16
O001421,P138,USB-C Cable 138,C2313,3,177000,2025-02-24
O001422,P157,Wireless Charger 157,C2788,4,406000,2025-02-05
O001423,P194,Webcam 194,C1693,5,130000,2025-01-27
O001424,P143,Tablet Case 143,C0733,3,177000,2025-03-03
O001425,P144,Bluetooth Speaker 144,C1982,3,276000,2025-03-13
O001426,P079,Monitor 24 inch 079,C1411,4,107000,2025-03-15
O001427,P189,Bluetooth Speaker 189,C2701,1,325000,2025-01-18
O001428,P192,Monitor 27 inch 192,C1830,2,85000,2025-01-30
O001429,P026,Tablet Case 026,C2083,4,324000,2025-01-28
O001430,P087,HDMI Cable 087,C2256,5,361000,2025-04-13
O001431,P179,HDMI Cable 179,C2896,1,211000,2025-03-29
O001432,P042,Power Bank 042,C2605,1,409000,2025-02-19
O001433,P024,Power Bank 024,C0596,4,463000,2025-04-16
O001434,P154,Wireless Mouse 154,C0362,1,249000,2025-02-25
O001435,P068,USB-C Cable 068,C1519,1,128000,2025-01-29
O001436,P156,Tablet Case 156,C2968,4,196000,2025-01-05
O001437,P103,Phone Case 103,C2688,5,331000,2025-03-20
O001438,P074,Power Bank 074,C2448,1,333000,2025-04-02
O001439,P199,Office Chair 199,C0718,4,203000,2025-04-15
O001440,P113,Smart Watch 113,C0827,5,82000,2025-01-02
O001441,P074,Power Bank 074,C0138,5,333000,2025-01-25
O001442,P131,Wireless Charger 131,C2861,2,231000,2025-03-08
O001443,P158,Office Chair 158,C2761,1,388000,2025-01-22
O001444,P093,Phone Case 093,C2683,1,59000,2025-01-31
O001445,P041,Portable SSD 041,C1131,4,393000,2025-01-12
O001446,P091,HDMI Cable 091,C1619,4,50000,2025-03-27
O001447,P151,Phone Case 151,C2121,1,159000,2025-01-26
O001448,P189,Bluetooth Speaker 189,C0282,1,325000,2025-04-01
O001449,P141,Laptop Stand 141,C2975,5,266000,2025-02-06
O001450,P150,Wireless Charger 150,C1424,3,298000,2025-02-14
O001451,P058,Power Bank 058,C0797,4,121000,2025-03-19
O001452,P104,Gaming Headset 104,C0020,3,185000,2025-03-15
O001453,P045,Smart Watch 045,C2074,1,133000,2025-02-22
O001454,P144,Bluetooth Speaker 144,C2061,3,276000,2025-01-10
O001455,P088,Portable SSD 088,C2103,3,128000,2025-01-15
O001456,P138,USB-C Cable 138,C2355,3,177000,2025-04-15
O001457,P178,Desk Lamp 178,C1545,5,339000,2025-02-26
O001458,P124,Phone Case 124,C0997,3,159000,2025-04-09
O001459,P199,Office Chair 199,C2792,4,203000,2025-02-28
O001460,P151,Phone Case 151,C0113,4,159000,2025-04-21
O001461,P030,Microphone 030,C0277,4,491000,2025-02-03
O001462,P163,Office Chair 163,C0903,2,81000,2025-04-11
O001463,P081,Gaming Headset 081,C1447,5,282000,2025-02-22
O001464,P138,USB-C Cable 138,C2871,3,177000,2025-01-02
O001465,P064,Monitor 27 inch 064,C0381,4,162000,2025-02-06
O001466,P173,USB-C Cable 173,C1401,1,341000,2025-04-06
O001467,P142,Gaming Headset 142,C0732,4,192000,2025-04-30
O001468,P081,Gaming Headset 081,C0896,5,282000,2025-02-15
